,Report_Date_as_MM_DD_YYYY,Instrument,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Dealer Net,Asset Manager Net,Levered Net,Other Rept Positions Net,Non Rept Positions Net,Dealer Net Pct OI,AM Net Pct OI,HF Net Pct OI,Other Rept Positions Net Pct OI,Non Rept Positions Net Pct OI,Price
892,2019-11-05,BTC,3520,32,0,0,188,149,10,1221,2345,134,595,457,43,1297,382,24.2,59.8,35.0,73.6,32,39,-1124,138,915,0.00909090909090909,0.011079545454545455,-0.31931818181818183,0.03920454545454546,0.2599431818181818,9342.52734375
893,2019-11-12,BTC,3091,32,0,0,99,143,10,912,2043,87,636,358,41,1274,409,24.8,53.6,33.1,71.0,32,-44,-1131,278,865,0.01035263668715626,-0.014234875444839857,-0.36590100291167904,0.08993853121967,0.27984471044969267,8815.662109375
894,2019-11-19,BTC,3157,38,0,0,67,292,0,1059,1914,84,466,334,41,1402,492,23.8,44.0,32.5,62.1,38,-225,-855,132,910,0.012036743744060817,-0.07127019322141273,-0.2708267342413684,0.041811846689895474,0.28824833702882485,8206.1455078125
895,2019-11-26,BTC,3554,38,0,0,56,298,1,1155,1669,263,334,626,38,1669,659,25.8,47.8,35.9,61.9,38,-242,-514,-292,1010,0.010692177827799663,-0.06809229037703995,-0.144625773776027,-0.08216094541361846,0.28418683173888576,7218.37109375
896,2019-12-03,BTC,2983,131,0,0,93,256,11,894,1257,17,307,638,44,1486,760,24.1,47.39999999999999,31.9,62.5,131,-163,-363,-331,726,0.04391552128729467,-0.0546429768689239,-0.1216895742541066,-0.11096211867247738,0.2433791485082132,7320.1455078125
897,2019-12-10,BTC,3232,131,0,0,56,285,1,1069,1766,109,310,396,12,1544,663,22.8,41.20000000000001,32.3,58.29999999999999,131,-229,-697,-86,881,0.040532178217821783,-0.0708539603960396,-0.2156559405940594,-0.026608910891089108,0.27258663366336633,7278.11962890625
898,2019-12-17,BTC,3840,134,0,0,38,444,0,1578,2446,125,295,331,12,1658,482,33.6,38.5,41.9,56.8,134,-406,-868,-36,1176,0.034895833333333334,-0.10572916666666667,-0.22604166666666667,-0.009375,0.30625,6640.51513671875
899,2019-12-24,BTC,3541,137,0,0,133,283,1,1179,2256,100,276,514,25,1690,362,21.0,44.4,30.2,66.1,137,-150,-1077,-238,1328,0.038689635696131035,-0.04236091499576391,-0.30415136966958484,-0.06721265179327873,0.37503530076249647,7322.5322265625
900,2019-12-31,BTC,3186,137,0,0,159,437,1,1037,1840,102,366,451,30,1354,325,21.7,42.8,32.2,63.2,137,-278,-803,-85,1029,0.043000627746390456,-0.08725674827369742,-0.25204017576898935,-0.026679221594475833,0.3229755178907721,7193.59912109375
901,2020-01-07,BTC,5400,66,42,0,338,331,0,2517,3661,238,464,786,20,1757,322,29.5,54.4,39.5,70.4,24,7,-1144,-322,1435,0.0044444444444444444,0.0012962962962962963,-0.21185185185185185,-0.05962962962962963,0.2657407407407407,8163.6923828125
902,2020-01-14,BTC,5436,66,46,0,272,300,0,2686,3338,246,342,1043,33,1791,430,24.300000000000004,61.39999999999999,36.9,76.2,20,-28,-652,-701,1361,0.003679175864606328,-0.0051508462104488595,-0.1199411331861663,-0.1289551140544518,0.25036791758646065,8827.7646484375
903,2020-01-21,BTC,5213,66,46,0,185,445,0,2291,3027,350,437,873,65,1819,408,21.0,54.0,31.600000000000005,72.3,20,-260,-736,-436,1411,0.0038365624400537117,-0.04987531172069826,-0.1411854977939766,-0.08363706119317092,0.2706694801457894,8745.89453125
904,2020-01-28,BTC,5016,66,46,0,391,438,0,1743,2909,298,418,778,104,1996,443,18.3,54.39999999999999,29.300000000000004,72.5,20,-47,-1166,-360,1553,0.003987240829346092,-0.009370015948963317,-0.2324561403508772,-0.07177033492822966,0.30960925039872406,9358.58984375
905,2020-02-04,BTC,4412,71,50,0,132,434,0,1424,3139,122,680,168,103,1880,396,20.2,59.5,31.1,75.3,21,-302,-1715,512,1484,0.004759746146872167,-0.06844968268359021,-0.3887126019945603,0.11604714415231188,0.33635539437896644,9180.962890625
906,2020-02-11,BTC,6190,76,50,0,367,148,0,2215,4554,293,928,533,146,2165,466,19.2,68.4,32.0,80.2,26,219,-2339,395,1699,0.00420032310177706,0.03537964458804523,-0.3778675282714055,0.06381260096930533,0.27447495961227786,10208.236328125
907,2020-02-18,BTC,6573,78,158,0,260,177,0,2401,5239,237,1581,176,158,1859,429,29.4,70.7,39.6,80.0,-80,83,-2838,1405,1430,-0.01217100258633805,0.012627415183325726,-0.4317663167503423,0.213753232922562,0.21755667123079264,10141.99609375
908,2020-02-25,BTC,5754,71,178,5,164,189,0,1734,4484,214,1747,30,194,1626,460,36.9,66.4,44.4,78.2,-107,-25,-2750,1717,1166,-0.018595759471671882,-0.0043448036148766075,-0.47792839763642686,0.29840111226972543,0.20264164059784498,9341.705078125
909,2020-03-03,BTC,4897,66,159,0,163,196,0,751,3457,241,1238,0,413,2024,431,38.1,63.2,44.7,79.3,-93,-33,-2706,1238,1593,-0.01899121911374311,-0.006738819685521748,-0.5525832142127833,0.25280784153563407,0.3253012048192771,8787.7861328125
910,2020-03-10,BTC,4425,65,41,0,115,362,0,1413,3004,209,786,25,313,1524,471,42.6,60.6,51.0,72.9,24,-247,-1591,761,1053,0.005423728813559322,-0.05581920903954802,-0.35954802259887003,0.1719774011299435,0.23796610169491525,7909.7294921875
911,2020-03-17,BTC,4559,336,0,0,101,465,0,1869,2901,55,589,504,93,1516,540,46.3,52.1,54.1,71.4,336,-364,-1032,85,976,0.0737003728887914,-0.07984207062952402,-0.2263654310155736,0.018644439570081158,0.21408203553410834,5225.62939453125
912,2020-03-24,BTC,3976,36,0,0,125,297,0,1136,2286,106,974,550,64,1535,673,29.7,59.0,41.2,70.7,36,-172,-1150,424,862,0.009054325955734407,-0.043259557344064385,-0.2892354124748491,0.10663983903420524,0.21680080482897385,6734.8037109375
913,2020-03-31,BTC,3982,36,0,0,173,248,0,1489,2607,64,904,453,39,1277,571,30.5,60.9,43.1,76.7,36,-75,-1118,451,706,0.009040683073832245,-0.01883475640381718,-0.28076343545956806,0.1132596685082873,0.1772978402812657,6438.64453125
914,2020-04-07,BTC,5491,36,0,0,221,204,0,2452,3652,292,674,934,32,1784,377,31.300000000000004,57.60000000000001,41.6,78.3,36,17,-1200,-260,1407,0.00655618284465489,0.0030959752321981426,-0.218539428155163,-0.04735020943361865,0.2562374795119286,7176.41455078125
915,2020-04-14,BTC,5583,38,0,0,203,283,0,2260,3200,264,871,1394,23,1924,419,26.2,53.9,36.6,71.9,38,-80,-940,-523,1505,0.006806376500089558,-0.014329213684399069,-0.16836826079168907,-0.09367723446175891,0.26956833243775746,6842.427734375
916,2020-04-21,BTC,5702,38,0,0,218,316,0,2394,3029,285,758,1600,10,1998,462,26.1,52.9,36.7,70.9,38,-98,-635,-842,1536,0.006664328305857594,-0.017186951946685375,-0.111364433532094,-0.14766748509294983,0.2693791652051912,6880.3232421875
917,2020-04-28,BTC,6154,53,30,0,324,35,0,2024,3391,417,1235,1784,65,2036,432,25.899999999999995,63.9,37.0,80.6,23,289,-1367,-549,1604,0.003737406564835879,0.04696132596685083,-0.22213194670133246,-0.08921026974325642,0.26064348391290215,7807.05859375
918,2020-05-05,BTC,7909,48,160,0,316,0,1,3312,4265,635,1333,2302,151,2114,396,26.6,64.0,42.5,77.9,-112,316,-953,-969,1718,-0.014161082311290934,0.039954482235427996,-0.12049563788089518,-0.12251864963965103,0.21722088759640915,9003.0703125
919,2020-05-12,BTC,10231,43,300,0,282,113,1,4920,6486,884,1392,2047,31,2678,370,33.4,61.29999999999999,46.4,77.3,-257,169,-1566,-655,2308,-0.025119734141335157,0.016518424396442185,-0.15306421659661812,-0.06402111230573747,0.2255888964910566,8804.4775390625
920,2020-05-19,BTC,11802,41,342,0,342,193,10,5457,6842,1461,1535,2566,23,2933,365,31.5,61.60000000000001,42.8,77.2,-301,149,-1385,-1031,2568,-0.025504151838671413,0.012624978817149636,-0.11735299101847145,-0.08735807490255888,0.2175902389425521,9729.0380859375
921,2020-05-26,BTC,9170,36,307,0,363,93,1,3868,4783,810,1750,2501,19,2322,656,33.3,61.5,46.2,76.9,-271,270,-915,-751,1666,-0.02955288985823337,0.029443838604143947,-0.09978189749182116,-0.08189749182115594,0.18167938931297709,8835.052734375
922,2020-06-02,BTC,9999,36,394,80,423,214,0,3669,5764,1281,1806,1698,73,2631,495,29.2,59.5,42.5,75.6,-358,209,-2095,108,2136,-0.035803580358035804,0.020902090209020903,-0.20952095209520952,0.010801080108010801,0.21362136213621363,9529.8037109375
923,2020-06-09,BTC,10924,36,532,14,435,214,25,4219,6237,1474,2175,1808,39,2506,580,31.3,63.4,44.9,78.5,-496,221,-2018,367,1926,-0.04540461369461735,0.020230684730867813,-0.18473086781398754,0.033595752471622116,0.17630904430611496,9795.7001953125
924,2020-06-16,BTC,9605,31,495,0,406,294,15,3755,5700,977,2169,1445,27,2224,652,36.1,61.1,49.6,76.4,-464,112,-1945,724,1572,-0.048308172826652784,0.01166059344091619,-0.20249869859448205,0.07537740760020822,0.16366475793857366,9538.0244140625
925,2020-06-23,BTC,10091,31,493,1,642,297,26,3832,6221,1075,2120,1418,26,2338,534,36.0,61.5,49.6,74.6,-462,345,-2389,702,1804,-0.04578337132097909,0.034188881181250616,-0.23674561490437024,0.06956694083837082,0.17877316420572786,9629.658203125
926,2020-06-30,BTC,8123,0,493,0,362,80,30,3036,5303,531,2255,1017,1,1908,668,44.3,50.5,54.3,66.3,-493,282,-2267,1238,1240,-0.06069186261233534,0.03471623784316139,-0.27908408223562725,0.1524067462760064,0.15265296072879478,9137.9931640625
927,2020-07-07,BTC,8635,0,523,0,626,203,30,3218,5706,523,2132,1048,1,2105,601,42.4,56.2,54.1,71.4,-523,423,-2488,1084,1504,-0.06056745801968732,0.04898668210770121,-0.28812970469021426,0.12553561088592935,0.174174869716271,9252.27734375
928,2020-07-14,BTC,8726,0,533,0,444,255,30,3559,5459,443,2306,1385,2,1942,619,41.2,55.0,51.5,68.5,-533,189,-1900,921,1323,-0.061081824432729775,0.021659408663763466,-0.21774008709603485,0.1055466422186569,0.15161586064634425,9243.2138671875
929,2020-07-21,BTC,9603,0,533,0,485,278,30,4109,6056,441,2217,1655,1,2320,609,37.5,58.4,48.9,73.3,-533,207,-1947,562,1711,-0.055503488493179216,0.02155576382380506,-0.2027491408934708,0.058523378111006975,0.17817348745183798,9374.8876953125
930,2020-07-28,BTC,14459,0,580,2,646,684,20,5965,7957,1472,2292,2823,296,3766,624,27.7,59.0,39.3,77.4,-580,-38,-1992,-531,3142,-0.04011342416488001,-0.002628120893561104,-0.13776886368351893,-0.03672453143370911,0.21730410125181548,10912.8232421875
931,2020-08-04,BTC,13460,0,580,0,451,584,15,6423,7848,859,2131,3092,24,3557,458,28.8,58.8,40.1,79.8,-580,-133,-1425,-961,3099,-0.04309063893016345,-0.00988112927191679,-0.10586924219910847,-0.07139673105497771,0.2302377414561664,11205.892578125
932,2020-08-11,BTC,13969,0,580,0,206,495,156,6616,7958,994,1906,2666,609,3482,511,30.9,58.7,43.7,78.8,-580,-289,-1342,-760,2971,-0.04152050970005011,-0.020688667764335315,-0.09606986899563319,-0.054406185124203595,0.2126852315842222,11410.525390625
933,2020-08-18,BTC,15501,0,580,0,296,585,214,5981,8839,1091,2746,2409,1213,3960,570,25.7,57.7,39.3,76.4,-580,-289,-2858,337,3390,-0.03741694084252629,-0.018643958454293272,-0.1843752015998968,0.02174053286884717,0.21869556802786916,11991.2333984375
934,2020-08-25,BTC,12444,0,580,0,296,1,24,4840,6160,1255,1920,2325,846,3262,1254,28.6,52.4,39.7,72.7,-580,295,-1320,-405,2008,-0.046608807457409196,0.023706203792992608,-0.10607521697203472,-0.03254580520732883,0.16136290581806492,11366.134765625
935,2020-09-01,BTC,11300,0,540,0,745,182,82,4421,6992,747,1957,1808,478,2871,471,26.5,57.1,36.5,76.0,-540,563,-2571,149,2400,-0.047787610619469026,0.049823008849557524,-0.2275221238938053,0.013185840707964603,0.21238938053097345,11970.478515625
936,2020-09-08,BTC,8942,0,229,0,256,35,108,2817,4767,986,1751,2024,243,2781,550,25.3,52.3,34.1,68.5,-229,221,-1950,-273,2231,-0.02560948333706106,0.024714828897338403,-0.21807201968239767,-0.030530082755535676,0.24949675687765602,10131.5166015625
937,2020-09-15,BTC,10462,0,0,0,717,12,70,2844,5346,1266,1719,2737,368,3478,663,24.4,60.7,33.1,74.0,0,705,-2502,-1018,2815,0.0,0.06738673293825273,-0.23915121391703306,-0.09730453068246989,0.26906901166125025,10796.951171875
938,2020-09-22,BTC,9324,0,0,0,285,12,45,2295,4533,1644,1586,2039,401,3067,649,26.8,57.3,35.6,71.8,0,273,-2238,-453,2418,0.0,0.02927927927927928,-0.24002574002574004,-0.04858429858429859,0.25933075933075933,10538.4599609375
939,2020-09-29,BTC,8028,0,0,0,525,28,49,1972,4711,947,1594,1465,253,2689,576,26.8,60.1,36.1,71.6,0,497,-2739,129,2113,0.0,0.06190832087693074,-0.34118086696562033,0.016068759342301942,0.26320378674638767,10844.640625
940,2020-10-06,BTC,8233,0,0,0,703,64,49,2135,4858,808,1603,1728,205,2729,521,27.7,58.0,36.9,72.6,0,639,-2723,-125,2208,0.0,0.07761447831896028,-0.33074213530912183,-0.015182800923114297,0.2681889955058909,10604.40625
941,2020-10-13,BTC,10349,0,0,0,702,0,0,3534,6395,1151,1719,2037,242,3002,525,23.2,62.7,35.1,76.5,0,702,-2861,-318,2477,0.0,0.06783264083486328,-0.27645183109479177,-0.03072760653203208,0.23934679679196058,11425.8994140625
942,2020-10-20,BTC,12019,0,0,0,874,0,0,4671,7901,1196,1932,2284,226,3121,413,21.1,60.2,32.2,76.6,0,874,-3230,-352,2708,0.0,0.07271819618936684,-0.26874115983026875,-0.029286962309676347,0.22530992595057825,11916.3349609375
943,2020-10-27,BTC,14645,0,285,0,770,0,0,5888,9501,1662,2564,2531,151,3611,516,19.7,60.1,30.2,75.8,-285,770,-3613,33,3095,-0.019460566746329806,0.05257767156025948,-0.24670536019119152,0.0022533287811539776,0.2113349265961079,13654.21875
944,2020-11-03,BTC,12314,0,661,0,800,0,0,4474,8120,930,2543,2014,126,3441,463,16.7,59.0,27.9,75.3,-661,800,-3646,529,2978,-0.05367873964593146,0.064966704563911,-0.29608575605002435,0.04295923339288615,0.2418385577391587,13950.30078125
945,2020-11-10,BTC,12579,0,732,0,832,7,33,5236,8033,1135,2255,1794,206,2883,639,17.6,53.8,29.0,70.9,-732,825,-2797,461,2244,-0.05819222513713332,0.06558549964226092,-0.22235471818109548,0.036648382224342156,0.17839255902694967,15290.90234375
946,2020-11-17,BTC,13080,0,732,0,845,4,26,5467,8295,1404,1944,1633,190,3204,795,17.8,53.2,30.4,70.6,-732,841,-2828,311,2409,-0.05596330275229358,0.06429663608562691,-0.21620795107033638,0.023776758409785933,0.1841743119266055,17645.40625
947,2020-11-24,BTC,13972,0,643,0,668,0,0,5639,10099,1608,2390,279,444,3223,900,20.199999999999996,60.2,32.0,75.20000000000002,-643,668,-4460,2111,2323,-0.04602061265387919,0.047809905525336385,-0.3192098482679645,0.15108789006584597,0.16626109361580305,19107.46484375
948,2020-12-01,BTC,12856,28,643,0,626,0,0,4640,9548,1090,2445,432,618,3410,526,17.9,59.9,27.6,76.7,-615,626,-4908,2013,2884,-0.04783758556316117,0.048693217174859985,-0.38176726820161794,0.15658058494088364,0.22433105164903547,18802.998046875
949,2020-12-08,BTC,12817,316,643,0,544,11,19,4474,9515,1264,2063,142,638,3498,585,17.5,60.5,27.5,74.8,-327,533,-5041,1921,2913,-0.02551299055941328,0.04158539439806507,-0.3933057657798237,0.14987906686432081,0.22727627369899353,18321.14453125
950,2020-12-15,BTC,12632,437,618,0,492,26,14,4088,8904,1538,2038,47,773,3252,712,19.3,58.89999999999999,30.800000000000004,73.2,-181,466,-4816,1991,2540,-0.014328689043698543,0.03689043698543382,-0.3812539582013933,0.15761557948068397,0.20107663077897403,19417.076171875
951,2020-12-21,BTC,14367,525,618,0,573,30,10,4168,10223,1842,2429,67,810,4010,767,19.0,57.9,30.2,73.3,-93,543,-6055,2362,3243,-0.006473167675923992,0.03779494675297557,-0.4214519384701051,0.1644045381777685,0.22572562121528503,22803.08203125
952,2020-12-29,BTC,11370,504,628,0,620,32,8,3662,8503,661,2130,244,504,3281,790,20.0,62.8,31.3,80.4,-124,588,-4841,1886,2491,-0.010905892700087952,0.051715039577836415,-0.42576956904133684,0.1658751099384345,0.21908531222515393,27362.4375
953,2021-01-05,BTC,12255,436,663,0,793,32,3,3508,9069,951,2670,248,403,3491,886,18.5,59.2,28.6,77.5,-227,761,-5561,2422,2605,-0.018523051815585476,0.062097103223174216,-0.45377396980824153,0.19763361893104855,0.21256629946960423,33992.4296875
954,2021-01-12,BTC,13024,324,754,0,733,0,5,3988,9532,1131,2522,352,492,3829,758,17.7,52.6,27.3,74.6,-430,733,-5544,2170,3071,-0.033015970515970515,0.05628071253071253,-0.42567567567567566,0.1666154791154791,0.23579545454545456,33922.9609375
955,2021-01-19,BTC,13055,413,709,0,639,123,10,3874,9135,1242,2879,662,316,3682,858,20.5,53.2,30.2,74.2,-296,516,-5261,2217,2824,-0.02267330524703179,0.03952508617387974,-0.4029873611643049,0.1698199923400996,0.21631558789735733,36069.8046875
956,2021-01-26,BTC,11742,428,605,42,308,225,13,3501,7943,1355,2420,348,367,3309,844,19.3,51.5,29.800000000000004,74.0,-177,83,-4442,2072,2465,-0.015074092999489013,0.0070686424799863735,-0.37830011923011414,0.1764605688979731,0.20993016521887242,32569.849609375
957,2021-02-02,BTC,10134,422,446,97,308,357,20,2901,7149,1116,2008,161,58,3204,730,19.8,50.6,29.6,71.2,-24,-49,-4248,1847,2474,-0.002368265245707519,-0.004835208209986185,-0.4191829484902309,0.18225774620090784,0.2441286757450168,35510.2890625
958,2021-02-09,BTC,11853,387,564,89,348,265,26,2997,8383,1461,2822,63,147,3576,855,19.9,48.9,28.599999999999998,71.6,-177,83,-5386,2759,2721,-0.014932928372563908,0.007002446637981946,-0.4543997300261537,0.23276807559267695,0.2295621361680587,46481.10546875
959,2021-02-16,BTC,12216,368,564,61,338,339,9,3142,8644,1466,3030,121,167,3635,844,21.4,46.4,31.5,68.2,-196,-1,-5502,2909,2791,-0.016044531761624098,-8.185985592665357e-05,-0.45039292730844793,0.23813032089063524,0.22847085789129012,49199.87109375
960,2021-02-23,BTC,11394,332,464,62,314,551,0,2446,7503,1481,3656,250,101,3001,981,23.7,45.4,34.5,62.5,-132,-237,-5057,3406,2020,-0.01158504476040021,-0.020800421274354924,-0.4438300860101808,0.29892926101456907,0.17728629103036686,48824.42578125
961,2021-03-02,BTC,8590,376,137,42,323,643,0,1667,5506,1090,2426,169,119,2547,883,20.7,46.0,31.4,61.6,239,-320,-3839,2257,1664,0.02782305005820722,-0.037252619324796274,-0.44691501746216533,0.2627473806752037,0.19371362048894064,48378.98828125
962,2021-03-09,BTC,9342,395,164,41,331,619,15,1967,6085,1208,2580,189,84,2722,937,19.3,42.0,31.4,58.7,231,-288,-4118,2391,1785,0.02472703917790623,-0.030828516377649325,-0.44080496681652753,0.2559409120102762,0.19107257546563905,54824.1171875
963,2021-03-16,BTC,9951,468,203,63,357,516,55,2024,6695,1418,2360,145,71,3135,785,19.8,42.8,31.100000000000005,61.20000000000001,265,-159,-4671,2215,2350,0.026630489398050447,-0.015978293638830268,-0.4694000602954477,0.2225906944025726,0.23615717013365492,56804.90234375
964,2021-03-23,BTC,10491,502,132,181,358,463,120,2498,7105,1220,2617,321,94,2901,856,21.8,42.1,33.6,58.0,370,-105,-4607,2296,2045,0.03526832523115051,-0.010008578781812983,-0.43913830902678486,0.2188542560289772,0.1949289867505481,54738.9453125
965,2021-03-30,BTC,9504,493,243,27,354,534,105,2313,7145,535,3007,176,25,2645,713,27.4,45.9,37.7,62.1,250,-180,-4832,2831,1932,0.026304713804713806,-0.01893939393939394,-0.5084175084175084,0.2978745791245791,0.2032828282828283,58917.69140625
966,2021-04-06,BTC,10047,501,264,31,355,519,115,2466,7485,646,3121,177,20,2794,790,27.4,40.2,38.5,55.0,237,-164,-5019,2944,2004,0.023589131083905642,-0.01632328058126804,-0.4995521051060018,0.2930227928734946,0.19946252612720214,58192.359375
967,2021-04-13,BTC,9890,556,311,0,366,340,136,2961,7636,508,2448,175,30,2884,753,25.9,44.6,35.6,60.2,245,26,-4675,2273,2131,0.024772497472194135,0.0026289180990899897,-0.47269969666329625,0.22982810920121335,0.21547017189079878,63503.45703125
968,2021-04-20,BTC,9028,516,87,70,372,554,0,2612,6703,454,2177,281,104,2723,776,21.1,45.4,32.2,59.5,429,-182,-4091,1896,1947,0.047518830305715555,-0.020159503766061144,-0.4531457687195392,0.21001329198050508,0.21566238369517057,56473.03125
969,2021-04-27,BTC,8663,489,41,305,369,869,20,1983,5460,470,2043,195,218,2766,1086,23.5,41.4,33.6,55.4,448,-500,-3477,1848,1680,0.05171418677132633,-0.057716726307283854,-0.40136211474085187,0.2133210204317211,0.19392820039247374,55033.1171875
970,2021-05-04,BTC,11493,500,93,151,370,994,20,4289,7449,605,2632,604,91,2835,1485,35.83554337422779,49.18739232576351,46.7615940137475,60.93974593230662,407,-624,-3160,2028,1350,0.03541286000174019,-0.05429391803706604,-0.2749499695466806,0.17645523362046464,0.11746280344557557,53333.5390625
971,2021-05-11,BTC,13672,541,411,131,383,910,112,3361,8231,1511,3701,769,114,3817,1483,28.871979227618493,51.35316705675834,41.446437975424224,66.13537887653598,130,-527,-4870,2932,2334,0.009508484493856056,-0.03854593329432417,-0.3562024575775307,0.2144528964306612,0.17071386775892336,56704.57421875
972,2021-05-18,BTC,42387,572,9625,69,393,1085,0,30685,25480,1096,4353,1285,295,4924,3452,71.11413405053436,73.27574492179205,75.69972397197255,79.89754405831977,-9053,-692,5205,3068,1472,-0.21357963526552953,-0.016325760256682472,0.12279708401160733,0.07238068275650553,0.034727628754099134,42909.40234375
973,2021-05-25,BTC,46425,381,8878,65,625,651,60,30864,28236,1351,5619,2693,838,6622,3654,65.85277975228864,71.36748088314486,71.3704211093161,81.42257404415724,-8497,-26,2628,2926,2968,-0.18302638664512655,-0.0005600430802369413,0.05660743134087237,0.06302638664512655,0.06393107162089391,38402.22265625
974,2021-06-01,BTC,20652,228,173,80,634,619,31,5456,11950,2565,4417,3141,291,6950,1803,30.795061011040097,62.15575246949449,39.45090063916328,73.09073213248112,55,15,-6494,1276,5147,0.002663180321518497,0.000726321905868681,-0.3144489637807476,0.06178578345922913,0.24922525663374007,36684.92578125
975,2021-06-08,BTC,29092,235,1122,40,616,739,41,8428,13992,7101,4479,3291,843,7309,1923,47.34053347999449,67.78838168568679,54.44314588202943,78.22759521517943,-887,-123,-5564,1188,5386,-0.030489481644438335,-0.0042279664512580774,-0.1912553279252028,0.04083596865117558,0.18513680736972363,33472.6328125
